Brand,model,Age,kmDriven,Transmission,Owner,FuelType,AskPrice,km_per_year,post_year,post_month
Honda,Amaze,9.0,89000,Manual,second,Hybrid/CNG,35.87690070496924,9889.0,2026,11
Mahindra,Xuv500,7.0,73000,Manual,first,Diesel,35.81454540802352,10429.0,2026,11
Toyota,Innova,10.0,69000,Manual,second,Diesel,35.81628372034903,6900.0,2026,11
Volkswagen,Virtus,3.0,61000,Automatic,first,Petrol,38.18107474528008,20333.0,2026,11
Mahindra,Kuv 100,8.0,70000,Manual,second,Petrol,38.11886877881816,8750.0,2026,11
Honda,City,6.0,76000,Automatic,second,Petrol,35.87685510247967,12667.0,2026,11
Maruti Suzuki,Wagon-R,3.0,80000,Manual,first,Hybrid/CNG,38.11713185730126,25624.5,2026,11
Honda,City,13.0,85000,Automatic,second,Hybrid/CNG,35.87680492312099,6538.0,2026,11
MG,Gloster,3.0,18000,Automatic,first,Diesel,35.816284955916885,6000.0,2026,11
Maruti Suzuki,Ertiga,3.0,73000,Manual,first,Hybrid/CNG,35.81263427434614,24333.0,2026,11
Rolls-Royce,Phantom Drop Headcoupe,5.0,2,Automatic,first,Hybrid/CNG,35.878488422229225,0.0,2026,11
Maruti Suzuki,Celerio,4.0,72000,Manual,first,Hybrid/CNG,35.87685373963976,18000.0,2026,11
Honda,Civic,13.0,100000,Automatic,second,Petrol,35.81454540915146,7692.0,2026,11
Skoda,Rapid,10.0,70000,Manual,second,Diesel,38.11713050214638,7000.0,2026,11
BMW,5 Series,3.0,18000,Automatic,first,Diesel,35.816284955916885,6000.0,2026,11
Volvo,Xc60,4.0,41000,Automatic,first,Diesel,35.816284955916885,10250.0,2026,10
Toyota,Urban Cruiser Hyryder,2.0,45000,Automatic,first,Hybrid/CNG,38.117178998547004,22500.0,2026,11
Mahindra,Scorpio,9.0,91252,Manual,second,Diesel,35.81632924467523,10139.0,2026,11
Toyota,Camry,8.0,49500,Automatic,first,Hybrid/CNG,35.87685506449377,6188.0,2026,10
Audi,A4,9.0,135000,Automatic,second,Diesel,35.87685506449377,15000.0,2026,11
Maruti Suzuki,Ertiga,3.0,81000,Manual,first,Hybrid/CNG,35.8768994300517,25624.5,2026,11
Tata,Hexa,7.0,98623,Automatic,first,Diesel,31.209376578319105,14089.0,2026,10
Toyota,Innova,13.0,159000,Manual,second,Diesel,35.81459112814982,12231.0,2026,11
Honda,Mobilio,10.0,68000,Manual,second,Hybrid/CNG,38.1171790364354,6800.0,2026,11
Renault,Kwid,4.0,42000,Manual,second,Petrol,33.574270009513334,10500.0,2026,11
Maruti Suzuki,Wagon-R,10.0,100000,Manual,second,Hybrid/CNG,38.11713054001289,10000.0,2026,11
Maruti Suzuki,Alto-800,2.0,72000,Manual,first,Petrol,35.814546765298125,25624.5,2026,11
Mahindra,Tuv,7.0,69000,Automatic,first,Diesel,35.87685637577293,9857.0,2026,11
BMW,3 Series Gt,5.0,50000,Automatic,second,Diesel,35.816284955916885,10000.0,2026,11
Mahindra,Xuv 300,1.0,31000,Automatic,first,Petrol,38.11713050211569,25624.5,2026,11
Tata,Tiago,7.0,87000,Manual,second,Diesel,35.81454541020884,12429.0,2026,11
Maruti Suzuki,Alto-800,10.0,110000,Automatic,first,Hybrid/CNG,35.876901930579656,11000.0,2026,11
Honda,City,7.0,73000,Manual,second,Hybrid/CNG,35.81628368486083,10429.0,2026,11
Maruti Suzuki,Wagon-R-1-0,3.0,65999,Manual,first,Hybrid/CNG,35.876900739187775,22000.0,2026,11
Skoda,Superb,15.0,90241,Automatic,second,Petrol,35.814546765298125,6016.0,2026,11
Maruti Suzuki,Xl6,3.0,86000,Automatic,first,Petrol,35.816282327839275,25624.5,2026,11
Maruti Suzuki,Swift,5.0,91000,Manual,second,Hybrid/CNG,38.117130502147205,18200.0,2026,11
Maruti Suzuki,Swift-Dzire,6.0,61585,Automatic,first,Petrol,35.81454540915233,10264.0,2026,11
Maruti Suzuki,Wagon-R-1-0,3.0,29000,Manual,first,Hybrid/CNG,35.81454540915233,9667.0,2026,11
Mahindra,Thar,3.0,5000,Manual,second,Petrol,35.87511026366462,1667.0,2026,9
Honda,Wrv,5.0,42000,Manual,first,Petrol,35.81632921048397,8400.0,2026,11
Maruti Suzuki,Alto-K10,7.0,52358,Automatic,first,Hybrid/CNG,35.81454540915233,7480.0,2026,11
Hyundai,Creta,7.0,70000,Manual,second,Petrol,35.814546764334885,10000.0,2026,11
Tata,Tiago,0.0,3000,Automatic,first,Hybrid/CNG,35.87685510247967,9622.0,2026,11
Maruti Suzuki,Ertiga,7.0,50000,Manual,first,Diesel,35.74814557141285,7143.0,2026,11
Maruti Suzuki,Alto-800,5.0,35492,Automatic,first,Hybrid/CNG,31.211113498871963,7098.0,2026,11
Maruti Suzuki,Swift,5.0,40000,Manual,second,Petrol,38.05253643292298,8000.0,2026,11
Toyota,Innova,14.0,168500,Manual,second,Diesel,35.816282327839275,12036.0,2026,11
Hyundai,Xcent,4.0,168500,Manual,second,Diesel,35.81454540915233,25624.5,2026,11
Hyundai,Grand I10 Nios,4.0,60000,Manual,second,Petrol,35.81454540918183,15000.0,2026,11
Renault,Kwid,8.0,30000,Automatic,second,Petrol,38.11713054001289,3750.0,2026,11
Maruti Suzuki,Alto-800,1.0,25230,Manual,first,Hybrid/CNG,38.1171790364354,25230.0,2026,11
Maruti Suzuki,Wagon-R,8.0,120000,Automatic,first,Hybrid/CNG,35.81454541023723,15000.0,2026,11
Toyota,Fortuner,10.0,168500,Automatic,second,Diesel,35.74995262225776,16850.0,2026,11
Maruti Suzuki,Wagon-R,2.0,15899,Automatic,second,Petrol,38.115273339591,7950.0,2026,11
Mercedes-Benz,S-Class,15.0,85000,Automatic,second,Diesel,35.81454676324931,5667.0,2026,11
Hyundai,Creta,6.0,79879,Automatic,second,Diesel,33.57590455929199,13313.0,2026,11
Hyundai,Xcent,5.0,78690,Manual,first,Diesel,35.81628368483316,15738.0,2026,11
Nissan,Sunny,10.0,70000,Automatic,second,Hybrid/CNG,33.51196027686139,7000.0,2026,11
Maruti Suzuki,Ertiga,1.0,22000,Manual,first,Hybrid/CNG,35.87853007442174,22000.0,2026,11
Hyundai,I10,13.0,39000,Manual,first,Petrol,35.74809515071818,3000.0,2026,11
Maruti Suzuki,Ignis,7.0,168500,Automatic,second,Hybrid/CNG,38.117180307522666,24071.0,2026,11
Hyundai,Xcent,9.0,75000,Manual,second,Hybrid/CNG,35.74809374183052,8333.0,2026,11
Toyota,Innova Crysta,3.0,44000,Automatic,first,Diesel,35.816284955916885,14667.0,2026,11
Maruti Suzuki,Swift,1.0,49000,Manual,first,Hybrid/CNG,35.81459394443227,25624.5,2026,11
Mercedes-Benz,E-Class,14.0,96000,Automatic,second,Diesel,35.87848965315941,6857.0,2026,11
Skoda,Rapid,7.0,36000,Automatic,first,Petrol,35.81628495591616,5143.0,2026,11
Toyota,Urban Cruiser Hyryder,1.0,19000,Automatic,first,Hybrid/CNG,35.814593977937385,19000.0,2026,10
Maruti Suzuki,Wagon-R-1-0,10.0,65000,Manual,second,Hybrid/CNG,35.816283684832335,6500.0,2026,11
Maruti Suzuki,Brezza,4.0,70000,Manual,first,Hybrid/CNG,35.87680774206788,17500.0,2026,11
Maruti Suzuki,Ertiga,8.0,54000,Manual,second,Hybrid/CNG,35.878488457861444,6750.0,2026,11
Honda,Accord,11.0,95000,Automatic,first,Petrol,38.117131892792706,8636.0,2026,11
BMW,X1,7.0,59000,Automatic,first,Diesel,35.81628495594211,8429.0,2026,11
Maruti Suzuki,Celerio,0.0,19000,Automatic,first,Petrol,35.81449355395853,9622.0,2026,11
Volkswagen,Polo,6.0,64400,Automatic,first,Petrol,35.814543962369235,10733.0,2026,11
Hyundai,Xcent,7.0,168500,Manual,first,Diesel,38.11713185732893,24071.0,2026,11
Mercedes-Benz,C-Class,1.0,60000,Automatic,first,Diesel,35.816284955916885,25624.5,2026,11
Toyota,Camry,9.0,97000,Automatic,second,Petrol,38.1171790364354,10778.0,2026,11
Toyota,Camry,7.0,119500,Automatic,second,Petrol,33.51196031721554,17071.0,2026,10
Maruti Suzuki,Eeco,0.0,35000,Automatic,first,Hybrid/CNG,38.17944150211311,9622.0,2026,11
Maruti Suzuki,Wagon-R-1-0,7.0,23111,Automatic,first,Hybrid/CNG,38.11713050104915,3302.0,2026,11
Hyundai,Verna,13.0,132000,Automatic,second,Petrol,35.81628368579639,10154.0,2026,11
Mercedes-Benz,C-Class,9.0,168500,Automatic,first,Diesel,38.11713050323055,18722.0,2026,11
Maruti Suzuki,Eeco,3.0,63250,Manual,first,Hybrid/CNG,35.814593979859765,21083.0,2026,10
Hyundai,Verna,9.0,79000,Manual,first,Hybrid/CNG,35.81454541020884,8778.0,2026,11
Mahindra,Nuvosport,8.0,73000,Automatic,first,Diesel,38.11702303029633,9125.0,2026,11
Mahindra,Xuv 300,2.0,14555,Automatic,first,Diesel,35.814593978930326,7278.0,2026,11
Renault,Duster,9.0,75000,Manual,second,Diesel,35.81454540915146,8333.0,2026,11
Mercedes-Benz,E-Class,3.0,41000,Automatic,first,Diesel,35.816284955916885,13667.0,2026,11
Maruti Suzuki,Ertiga,4.0,45000,Automatic,second,Hybrid/CNG,38.11713050317332,11250.0,2026,11
Maruti Suzuki,Swift,5.0,7000,Automatic,second,Petrol,35.87685510347305,1400.0,2026,11
Hyundai,I10,13.0,69298,Manual,second,Petrol,35.81628368377432,5331.0,2026,11
Hyundai,Santro Xing,15.0,129000,Manual,second,Petrol,38.050677248196855,8600.0,2026,11
Toyota,Corolla Altis,9.0,78000,Automatic,first,Hybrid/CNG,35.87685513805804,8667.0,2026,11
Toyota,Innova Crysta,6.0,148000,Automatic,first,Diesel,35.81459397796516,24667.0,2026,11
Jeep,Compass,4.0,12672,Automatic,first,Petrol,35.81459394443225,3168.0,2026,11
Mercedes-Benz,C-Class,9.0,59000,Automatic,second,Diesel,35.814592585530434,6556.0,2026,11
Maruti Suzuki,Ertiga,4.0,168500,Manual,second,Hybrid/CNG,35.81459258656171,25624.5,2026,11
Renault,Duster,9.0,150000,Automatic,second,Diesel,35.81454541020884,16667.0,2026,11
Hyundai,I20 N Line,3.0,26000,Automatic,first,Petrol,35.814545409153155,8667.0,2026,10
Mahindra,Thar,2.0,18000,Automatic,first,Diesel,35.81618289257385,9000.0,2026,11
Ford,Ecosport,5.0,168500,Automatic,first,Hybrid/CNG,35.814546765298125,25624.5,2026,9
Hyundai,Xcent,2.0,50000,Automatic,second,Hybrid/CNG,35.87690073831448,25000.0,2026,11
Honda,City,7.0,51000,Automatic,second,Hybrid/CNG,35.87680774206788,7286.0,2026,11
Mercedes-Benz,C-Class,8.0,68888,Automatic,second,Diesel,35.81459394346903,8611.0,2026,11
Maruti Suzuki,Sx4,14.0,71568,Automatic,second,Petrol,33.513699896210426,5112.0,2026,11
Maruti Suzuki,Vitara Brezza,6.0,72523,Automatic,first,Diesel,38.179440196466345,12087.0,2026,11
Hyundai,Verna,5.0,80000,Automatic,first,Hybrid/CNG,35.81449355395853,16000.0,2026,11
Ford,Ecosport,5.0,57000,Manual,first,Diesel,35.878488457861444,11400.0,2026,11
Skoda,Superb,6.0,22000,Automatic,second,Petrol,35.87685506449377,3667.0,2026,11
Hyundai,Venue,4.0,43772,Automatic,first,Petrol,38.115273339623435,10943.0,2026,9
Hyundai,Venue,2.0,6000,Manual,first,Petrol,38.11717903742631,3000.0,2026,11
Hyundai,I10,11.0,168500,Manual,first,Petrol,33.51196027686139,15318.0,2026,11
BMW,5 Series,7.0,168500,Automatic,first,Diesel,35.8162836858241,24071.0,2026,11
Hyundai,Creta,8.0,61000,Manual,second,Diesel,35.814543962369235,7625.0,2026,10
Maruti Suzuki,Wagon-R-1-0,4.0,43000,Manual,first,Hybrid/CNG,35.87685510248042,10750.0,2026,11
Maruti Suzuki,Wagon-R,12.0,73523,Automatic,second,Hybrid/CNG,38.11886877881816,6127.0,2026,11
Honda,City,9.0,71000,Automatic,first,Hybrid/CNG,38.117130502175854,7889.0,2026,11
Hyundai,Verna,5.0,70000,Manual,first,Hybrid/CNG,35.81628368483316,14000.0,2026,11
Maruti Suzuki,Wagon-R,4.0,62000,Manual,first,Petrol,33.574221286844114,15500.0,2026,11
Hyundai,Grand I10 Nios,2.0,24000,Manual,first,Hybrid/CNG,35.81454540802352,12000.0,2026,11
Maruti Suzuki,Swift-Dzire,13.0,69000,Manual,second,Petrol,35.814546765298125,5308.0,2026,11
Honda,Mobilio,9.0,69000,Manual,first,Diesel,35.87848849123604,7667.0,2026,11
Maruti Suzuki,Celerio,8.0,68000,Automatic,second,Petrol,38.117180307522666,8500.0,2026,11
Tata,Indica V2,7.0,80000,Automatic,first,Hybrid/CNG,33.513698553920015,11429.0,2026,11
Hyundai,Santro,3.0,24000,Automatic,first,Petrol,38.11713185730126,8000.0,2026,11
Ford,Endeavour,7.0,69000,Automatic,first,Diesel,35.8162836858241,9857.0,2026,11
Maruti Suzuki,Swift,10.0,75000,Manual,first,Petrol,35.87848849123604,7500.0,2026,11
Hyundai,Xcent,8.0,90020,Manual,first,Petrol,38.117180307522666,11252.0,2026,11
Ford,Ecosport,7.0,105000,Manual,second,Petrol,35.81459394443227,15000.0,2026,11
Renault,Kwid,6.0,63000,Automatic,first,Petrol,33.57431433499658,10500.0,2026,11
Maruti Suzuki,Swift,11.0,58000,Manual,second,Petrol,33.51196027686139,5273.0,2026,11
Toyota,Corolla Altis,15.0,75000,Manual,second,Hybrid/CNG,35.878488422229225,5000.0,2026,11
Honda,Amaze,8.0,68000,Automatic,first,Hybrid/CNG,35.87848845788742,8500.0,2026,11
Renault,Kwid,8.0,48451,Manual,first,Petrol,35.748093742917305,6056.0,2026,11
Volkswagen,Polo,11.0,99000,Manual,second,Diesel,38.11717899848661,9000.0,2026,11
Mahindra,Bolero,9.0,102000,Automatic,second,Diesel,38.1794857989187,11333.0,2026,11
Kia,Sonet,2.0,68000,Manual,first,Diesel,33.51015511588082,25624.5,2026,11
Tata,Nexon,5.0,86094,Manual,first,Diesel,38.11707864582132,17219.0,2026,11
Hyundai,Grand I10,5.0,69000,Manual,first,Petrol,35.87685510250738,13800.0,2026,11
Hyundai,I20,7.0,100000,Manual,second,Diesel,35.87685510250738,14286.0,2026,11
Maruti Suzuki,Celerio,4.0,78000,Manual,first,Petrol,38.11713185621088,19500.0,2026,11
Maruti Suzuki,Celerio,6.0,65630,Automatic,first,Hybrid/CNG,35.81454541020884,10938.0,2026,11
Maruti Suzuki,Celerio,10.0,78000,Manual,second,Hybrid/CNG,35.81454540915146,7800.0,2026,11
Maruti Suzuki,Ertiga,1.0,7706,Manual,first,Hybrid/CNG,35.81628495594211,7706.0,2026,11
Maruti Suzuki,Swift,11.0,56000,Manual,first,Hybrid/CNG,35.814546765298125,5091.0,2026,11
Honda,Mobilio,10.0,90000,Manual,first,Diesel,38.1171790364354,9000.0,2026,9
Hyundai,Grand I10 Nios,4.0,168500,Manual,first,Hybrid/CNG,35.81459258549993,25624.5,2026,11
Maruti Suzuki,Swift-Dzire,14.0,110000,Automatic,second,Petrol,35.81454541023723,7857.0,2026,11
Mahindra,Bolero,3.0,57548,Manual,first,Diesel,35.87685637577293,19183.0,2026,11
Maruti Suzuki,Wagon-R-1-0,6.0,60000,Manual,first,Hybrid/CNG,35.87848845788742,10000.0,2026,11
Hyundai,Grand I10,10.0,35000,Automatic,second,Petrol,38.117180307522666,3500.0,2026,11
Hyundai,Creta,4.0,86000,Manual,first,Diesel,38.11713050320288,21500.0,2026,8
Hyundai,Santro,5.0,40100,Automatic,second,Petrol,35.74809374183052,8020.0,2026,11
Maruti Suzuki,Alto-800,5.0,45238,Manual,second,Petrol,35.81454540915233,9048.0,2026,11
Hyundai,Santro,6.0,168500,Automatic,first,Hybrid/CNG,35.81454541020884,25624.5,2026,11
Tata,Altroz,2.0,30618,Manual,first,Diesel,35.81454540918183,15309.0,2026,11
Hyundai,Creta,8.0,131000,Manual,second,Diesel,35.87685510344457,16375.0,2026,10
Honda,City,9.0,69000,Automatic,first,Hybrid/CNG,35.87685510248042,7667.0,2026,11
Jeep,Compass,6.0,36000,Automatic,second,Petrol,35.87685510247967,6000.0,2026,11
Ford,Ecosport,6.0,55000,Manual,first,Diesel,38.115273339591,9167.0,2026,11
Honda,Brio,8.0,168500,Manual,second,Petrol,35.81454540802352,21062.0,2026,11
Tata,Tata-Punch,2.0,8000,Automatic,first,Petrol,35.87685510347305,4000.0,2026,11
Honda,City,12.0,71000,Manual,first,Hybrid/CNG,35.87690070496924,5917.0,2026,11
Honda,City,13.0,80000,Automatic,second,Hybrid/CNG,35.87685513805804,6154.0,2026,11
Hyundai,Xcent,7.0,45000,Manual,first,Petrol,35.87848845788742,6429.0,2026,11
Maruti Suzuki,Wagon-R,0.0,50000,Automatic,first,Hybrid/CNG,35.87680774206788,9622.0,2026,11
Toyota,Corolla Altis,14.0,168500,Automatic,second,Petrol,35.81628368483316,12036.0,2026,11
Hyundai,Grand I10,6.0,51000,Manual,first,Hybrid/CNG,33.4473662090398,8500.0,2026,11
Hyundai,Elite I20,8.0,73000,Manual,second,Hybrid/CNG,35.81454544701734,9125.0,2026,11
MG,Hector Plus,2.0,45000,Manual,first,Diesel,35.87690073833886,22500.0,2026,11
Maruti Suzuki,Swift-Dzire,7.0,109711,Manual,second,Hybrid/CNG,35.74809374183052,15673.0,2026,11
Volkswagen,Polo,8.0,75000,Automatic,second,Petrol,35.81628368483316,9375.0,2026,11
Hyundai,Accent,12.0,72000,Automatic,second,Hybrid/CNG,35.74809374183052,6000.0,2026,11
Honda,City,9.0,65000,Manual,second,Hybrid/CNG,38.11713185730126,7222.0,2026,10
Maruti Suzuki,Ciaz,4.0,25000,Manual,first,Petrol,35.87680774206788,6250.0,2026,11
Maruti Suzuki,Alto K10,7.0,168500,Automatic,second,Petrol,38.1794857989187,24071.0,2026,11
Maruti Suzuki,Wagon-R,7.0,80000,Automatic,second,Hybrid/CNG,38.1810735842057,11429.0,2026,11
Maruti Suzuki,Wagon-R,14.0,70000,Manual,second,Petrol,35.816283684832335,5000.0,2026,11
Honda,Mobilio,10.0,78001,Manual,first,Diesel,35.876855103472344,7800.0,2026,11
Honda,Amaze,5.0,168500,Manual,second,Diesel,33.445561798834795,25624.5,2026,11
Maruti Suzuki,Celerio,4.0,45000,Manual,first,Hybrid/CNG,35.87685510245005,11250.0,2026,11
BMW,Z4,4.0,11000,Automatic,second,Petrol,35.816284955916885,2750.0,2026,11
Honda,City,3.0,80100,Automatic,first,Petrol,35.81628372034975,25624.5,2026,11
BMW,5 Series,7.0,82000,Automatic,second,Diesel,35.816284955916885,11714.0,2026,11
Ford,Ecosport,8.0,168500,Manual,second,Petrol,35.87685373963976,21062.0,2026,11
Hyundai,I10,11.0,56000,Manual,second,Petrol,35.878488458816335,5091.0,2026,11
Honda,Jazz,6.0,62000,Automatic,first,Petrol,35.87685510248042,10333.0,2026,11
Ford,Endeavour,7.0,90000,Automatic,first,Diesel,35.81459394344211,12857.0,2026,11
Volkswagen,Polo,10.0,81000,Manual,second,Diesel,33.57427000948639,8100.0,2026,11
Mini,Cooper Clubman,7.0,22000,Automatic,second,Petrol,35.816284955916885,3143.0,2026,11
Maruti Suzuki,Eeco,2.0,45000,Manual,first,Hybrid/CNG,35.814546765298104,22500.0,2026,8
Maruti Suzuki,Ritz,8.0,110000,Automatic,first,Diesel,33.51196027686139,13750.0,2026,11
Volkswagen,Vento,11.0,168500,Automatic,first,Petrol,38.1171790364354,15318.0,2026,11
Mahindra,Xuv500,11.0,99000,Manual,second,Diesel,35.81459524782038,9000.0,2026,11
Hyundai,Eon,7.0,80000,Manual,second,Petrol,35.81454540915233,11429.0,2026,11
Honda,Amaze,11.0,99000,Manual,first,Diesel,35.87848845788742,9000.0,2026,11
Hyundai,Grand I10,9.0,168500,Manual,first,Petrol,38.11713185621088,18722.0,2026,11
Hyundai,Grand I10,7.0,168500,Manual,first,Hybrid/CNG,35.74809374183052,24071.0,2026,11
BMW,X5,7.0,58500,Automatic,second,Diesel,35.816284955916885,8357.0,2026,11
Maruti Suzuki,Maruti-Suzuki-Dzire,6.0,83500,Automatic,first,Diesel,35.87848721736374,13917.0,2026,11
Skoda,Octavia,2.0,19000,Automatic,second,Petrol,35.87685513805805,9500.0,2026,11
Ford,Endeavour,7.0,72000,Automatic,first,Diesel,35.81274024686727,10286.0,2026,11
Maruti Suzuki,Swift-Dzire,9.0,51700,Manual,second,Petrol,38.1171790364354,5744.0,2026,11
Renault,Triber,4.0,37000,Manual,first,Petrol,38.117131892792706,9250.0,2026,11
Porsche,Panamera,7.0,16800,Automatic,second,Diesel,35.816284955916885,2400.0,2026,11
Maruti Suzuki,Wagon-R-1-0,3.0,38500,Manual,first,Hybrid/CNG,35.81454676324849,12833.0,2026,10
Maruti Suzuki,Eeco,11.0,90000,Automatic,second,Hybrid/CNG,35.81454540915146,8182.0,2026,11
Toyota,Innova,10.0,167000,Manual,second,Diesel,35.814546764334885,16700.0,2026,10
Audi,A3,9.0,42000,Automatic,second,Diesel,35.81628372034903,4667.0,2026,11
Maruti Suzuki,Swift-Dzire,13.0,77211,Manual,second,Petrol,35.87685513805804,5939.0,2026,11
Volkswagen,Polo,4.0,35000,Automatic,first,Petrol,33.44551005772415,8750.0,2026,11
Honda,Brio,11.0,55000,Manual,second,Petrol,35.81628495486244,5000.0,2026,11
Mahindra,Scorpio-N,1.0,17000,Automatic,first,Diesel,35.87685510250734,17000.0,2026,11
Maruti Suzuki,Baleno,2.0,168500,Manual,first,Petrol,33.574315645294384,25624.5,2026,11
Toyota,Etios Liva,9.0,145000,Manual,second,Diesel,35.81454676324849,16111.0,2026,11
Maruti Suzuki,Baleno,3.0,65000,Manual,first,Petrol,35.87848721736374,21667.0,2026,11
Hyundai,Creta,7.0,76000,Manual,first,Diesel,35.81459258656171,10857.0,2026,11
Maruti Suzuki,Alto-K10,10.0,34000,Automatic,second,Petrol,35.878488422229225,3400.0,2026,11
Hyundai,Tucson,7.0,74310,Automatic,second,Diesel,35.81459112814982,10616.0,2026,11
Maruti Suzuki,Swift-Dzire,8.0,78000,Manual,second,Diesel,35.81454540918181,9750.0,2026,11
Mahindra,Scorpio Classic,0.0,5000,Automatic,first,Hybrid/CNG,35.81449355282816,9622.0,2026,11
Toyota,Corolla Altis,8.0,118000,Automatic,first,Petrol,35.81628368486083,14750.0,2026,11
Ford,Figo Aspire,8.0,50000,Manual,second,Petrol,38.17944023099832,6250.0,2026,11
Mahindra,Scorpio,6.0,71000,Manual,first,Diesel,35.81459394238262,11833.0,2026,11
Tata,Indigo Ecs,8.0,50000,Automatic,second,Hybrid/CNG,35.81459394346902,6250.0,2026,11
Maruti Suzuki,Baleno,5.0,61000,Automatic,first,Petrol,35.81632924380336,12200.0,2026,11
Toyota,Innova Crysta,4.0,106000,Manual,first,Diesel,35.74814557035469,25624.5,2026,11
Ford,Endeavour,7.0,60000,Automatic,first,Diesel,35.8145454469904,8571.0,2026,11
Maruti Suzuki,Wagon-R,2.0,80000,Automatic,first,Hybrid/CNG,35.81454540918181,25624.5,2026,11
Jeep,Compass,2.0,21000,Automatic,first,Diesel,35.816284955916885,10500.0,2026,10
Hyundai,I20,5.0,55000,Manual,first,Hybrid/CNG,38.11713185730126,11000.0,2026,11
Maruti Suzuki,Alto-K10,7.0,45000,Manual,first,Petrol,38.11713054001289,6429.0,2026,11
Maruti Suzuki,Swift,9.0,10,Manual,second,Hybrid/CNG,38.1794857989187,1.0,2026,11
Maruti Suzuki,Wagon-R-Stingray,10.0,59000,Manual,second,Petrol,38.11713185624253,5900.0,2026,11
Honda,City,10.0,79000,Manual,second,Hybrid/CNG,33.4473662090398,7900.0,2026,11
Maruti Suzuki,Maruti-Suzuki-Dzire,6.0,46000,Automatic,second,Petrol,35.87685634014679,7667.0,2026,11
Maruti Suzuki,Ignis,2.0,9665,Automatic,first,Petrol,35.81454540802352,4832.0,2026,11
Hyundai,I10,13.0,81851,Manual,first,Petrol,35.87848849210855,6296.0,2026,11
Maruti Suzuki,Ertiga,4.0,30000,Manual,first,Petrol,38.11717903742631,7500.0,2026,11
Kia,Sonet,3.0,29000,Automatic,first,Petrol,35.876856375798845,9667.0,2026,11
Maruti Suzuki,Swift,2.0,40000,Automatic,first,Diesel,35.814546764334885,20000.0,2026,11
Maruti Suzuki,Swift,8.0,117000,Manual,second,Diesel,35.81454540915233,14625.0,2026,11
Maruti Suzuki,Swift,1.0,8235,Manual,first,Petrol,38.117129054200085,8235.0,2026,11
Toyota,28 Legender 4X2,3.0,33000,Automatic,first,Diesel,35.816284955916885,11000.0,2026,11
Tata,Tiago,6.0,69000,Automatic,second,Hybrid/CNG,38.1810735842057,11500.0,2026,11
Hyundai,I10,14.0,90000,Automatic,second,Petrol,38.11886877782638,6429.0,2026,11
Honda,City,7.0,45730,Automatic,second,Hybrid/CNG,33.513698591839116,6533.0,2026,11
Ford,Ecosport,10.0,168500,Automatic,second,Petrol,35.81454540918181,16850.0,2026,11
Maruti Suzuki,Eeco,2.0,66000,Manual,second,Hybrid/CNG,35.87685510248042,25624.5,2026,11
Maruti Suzuki,Celerio,5.0,155000,Manual,second,Hybrid/CNG,35.87685510245005,25624.5,2026,11
Maruti Suzuki,Swift-Dzire,11.0,152000,Manual,first,Diesel,38.117180307522666,13818.0,2026,11
Maruti Suzuki,Wagon-R-1-0,6.0,80000,Automatic,first,Hybrid/CNG,35.87685373963976,13333.0,2026,11
Chevrolet,Sail U-Va,8.0,120000,Manual,second,Diesel,35.81459394344213,15000.0,2026,11
Hyundai,Grand I10,7.0,65000,Manual,second,Hybrid/CNG,35.814593978927824,9286.0,2026,11
Maruti Suzuki,Eeco,13.0,38000,Automatic,first,Petrol,35.74809515071818,2923.0,2026,11
Maruti Suzuki,Sx4,13.0,90000,Automatic,second,Hybrid/CNG,38.11886877881816,6923.0,2026,11
Maruti Suzuki,Wagon-R,6.0,19000,Automatic,first,Petrol,35.74809374183052,3167.0,2026,11
Maruti Suzuki,Ritz,12.0,65500,Manual,first,Diesel,38.17944023099832,5458.0,2026,11
Ford,Ecosport,9.0,78000,Manual,second,Diesel,38.179440195474484,8667.0,2026,11
Mercedes-Benz,Gls,4.0,9500,Automatic,first,Diesel,35.816284955916885,2375.0,2026,11
Ford,Ecosport,5.0,41538,Automatic,first,Hybrid/CNG,35.814546765298125,8308.0,2026,11
Volkswagen,Passat,11.0,90233,Manual,first,Diesel,35.81623640922604,8203.0,2026,9
Maruti Suzuki,Vitara-Brezza,5.0,83000,Automatic,first,Diesel,35.814546765298125,16600.0,2026,9
Hyundai,Creta,7.0,81000,Automatic,first,Petrol,35.81449355395853,11571.0,2026,11
Hyundai,Accent,13.0,100000,Automatic,second,Hybrid/CNG,35.816283685824835,7692.0,2026,11
Volkswagen,Polo,9.0,77200,Automatic,second,Petrol,35.81628495591616,8578.0,2026,11
Hyundai,Aura,1.0,41000,Automatic,first,Hybrid/CNG,35.81454540915146,25624.5,2026,11
Hyundai,I10,15.0,88000,Automatic,second,Petrol,38.11713054001289,5867.0,2026,11
Chevrolet,Beat,14.0,112329,Manual,second,Hybrid/CNG,35.87685510144871,8024.0,2026,11
Hyundai,I20,15.0,119725,Manual,second,Petrol,35.81454536872425,7982.0,2026,11
Maruti Suzuki,Ciaz,7.0,52145,Manual,first,Diesel,35.87690073831448,7449.0,2026,11
Mercedes-Benz,A-Class Limousine,1.0,7000,Automatic,first,Diesel,35.816284955916885,7000.0,2026,11
Maruti Suzuki,Vitara-Brezza,5.0,63000,Manual,first,Diesel,35.81628495594209,12600.0,2026,11
Audi,A6,6.0,48000,Automatic,second,Diesel,35.816284955916885,8000.0,2026,11
