Age,kmDriven,AskPrice,km_per_year,post_year,post_month,Transmission_Manual,Owner_second,FuelType_Hybrid/CNG,FuelType_Petrol,Brand_encoded,model_encoded
2.0,44000,3.607,22000.0,2026,11,1,0,0,0,36.134,35.997
12.0,168500,3.607,14042.0,2026,11,0,1,0,0,37.081,36.537
17.5,26500,3.607,1514.0,2026,10,1,1,0,1,36.018,36.154
6.0,67000,3.603,11167.0,2026,11,1,0,0,0,36.134,36.189
9.0,54500,3.607,6056.0,2026,11,1,1,0,0,35.975,36.004
14.0,121000,3.605,8643.0,2026,11,1,0,0,0,36.018,35.997
5.0,68216,3.666,13643.0,2026,11,1,1,0,1,35.975,35.961
9.0,78000,3.667,8667.0,2026,11,1,0,0,0,36.537,36.46
10.0,72000,3.667,7200.0,2026,11,1,1,0,1,36.018,36.136
14.0,48000,3.605,3429.0,2026,11,1,1,0,1,36.179,36.12
8.0,77000,3.607,9625.0,2026,11,0,1,0,1,36.001,36.004
6.0,158000,3.668,25624.5,2026,11,0,0,0,0,36.539,36.976
2.0,42000,3.607,21000.0,2026,11,1,0,0,0,36.199,36.254
14.0,78000,3.605,5571.0,2026,11,1,1,0,1,35.975,35.934
6.0,68533,3.607,11422.0,2026,11,1,0,0,1,36.188,36.828
9.0,160000,3.607,17778.0,2026,11,0,1,0,0,36.539,36.976
6.0,83000,3.607,13833.0,2026,11,0,1,0,0,36.001,35.991
10.0,168500,3.667,16850.0,2026,11,1,1,0,0,36.199,36.501
6.0,150000,3.605,25000.0,2026,10,1,1,0,0,36.199,36.169
7.0,138000,3.607,19714.0,2026,11,0,1,0,0,36.099,35.741
9.0,168500,3.607,18722.0,2026,11,1,0,0,0,36.539,35.85
9.0,59200,3.607,6578.0,2026,10,1,1,0,1,36.018,35.997
2.0,55000,3.607,25624.5,2026,11,0,1,0,1,36.188,36.988
9.0,53370,3.607,5930.0,2026,11,0,0,0,1,36.022,35.983
6.0,90000,3.607,15000.0,2026,11,0,1,0,0,36.179,36.564
8.0,92000,3.542,11500.0,2026,11,0,1,0,1,36.099,36.389
3.0,61000,3.666,20333.0,2026,11,0,1,0,1,36.372,36.451
9.0,42000,3.542,4667.0,2026,11,0,1,0,0,36.021,34.554
9.0,23000,3.667,2556.0,2026,11,0,1,0,1,36.199,36.513
15.0,150000,3.607,10000.0,2026,11,1,1,0,1,36.018,36.065
5.0,65000,3.668,13000.0,2026,11,0,0,0,0,36.539,36.353
8.0,77000,3.607,9625.0,2026,11,0,1,0,1,36.018,35.647
14.0,100000,3.607,7143.0,2026,11,1,1,0,0,36.018,35.997
6.0,80000,3.666,13333.0,2026,11,0,1,0,0,36.018,36.136
6.0,168500,3.607,25624.5,2026,11,1,0,0,0,36.179,35.999
6.0,92000,3.668,15333.0,2026,11,0,1,0,0,36.099,37.235
3.0,22000,3.668,7333.0,2026,11,0,0,0,1,36.021,36.338
10.0,86265,3.667,8626.0,2026,11,1,1,0,0,36.018,36.232
10.0,168500,3.605,16850.0,2026,11,1,1,0,0,36.134,36.111
8.0,42114,3.605,5264.0,2026,11,0,0,0,1,36.018,35.745
3.0,51000,3.666,17000.0,2026,10,1,0,0,1,35.975,35.834
3.0,48000,3.542,16000.0,2026,11,0,1,0,1,36.066,35.978
1.0,13000,3.542,13000.0,2026,11,0,0,0,1,35.975,36.004
7.0,57000,3.607,8143.0,2026,11,1,1,0,1,36.018,36.136
13.0,67000,3.607,5154.0,2026,11,1,1,0,1,36.018,36.146
6.0,15000,3.668,2500.0,2026,11,0,1,0,1,38.041,38.156
7.0,123000,3.607,17571.0,2026,11,1,0,0,0,36.179,35.999
2.0,40000,3.666,20000.0,2026,10,1,1,0,1,36.018,35.902
5.0,24000,3.668,4800.0,2026,11,0,0,0,1,37.101,37.695
14.0,90000,3.607,6429.0,2026,11,1,1,0,0,36.134,36.116
2.0,72000,3.607,25624.5,2026,11,1,0,0,1,36.099,36.62
4.0,72586,3.607,18146.0,2026,10,1,0,0,0,36.134,36.189
11.0,168500,3.667,15318.0,2026,11,1,1,0,0,36.539,36.145
5.0,46000,3.667,9200.0,2026,11,0,0,0,1,36.018,36.025
6.0,65000,3.668,10833.0,2026,11,0,1,0,0,37.081,36.658
10.0,92000,3.607,9200.0,2026,11,0,1,0,1,36.099,35.741
9.0,62000,3.607,6889.0,2026,11,1,1,0,1,35.975,36.355
8.0,76000,3.607,9500.0,2026,11,0,1,0,0,37.335,37.689
7.0,114000,3.607,16286.0,2026,11,1,1,0,0,36.134,36.111
3.0,21000,3.607,7000.0,2026,11,1,0,0,1,36.018,36.065
0.0,4700,3.668,9622.0,2026,11,0,0,0,1,37.081,37.644
4.0,63110,3.542,15778.0,2026,11,0,0,0,1,36.018,36.136
13.0,168500,3.607,12962.0,2026,6,1,0,0,1,36.018,35.973
2.0,168500,3.668,25624.5,2026,11,0,0,0,0,36.539,36.976
6.0,60000,3.607,10000.0,2026,11,0,1,0,1,36.018,36.136
7.0,120000,3.607,17143.0,2026,11,1,0,0,1,36.018,36.136
5.0,64000,3.668,12800.0,2026,11,0,0,0,0,36.539,36.976
7.0,75600,3.607,10800.0,2026,11,1,0,0,1,36.022,36.119
3.0,54000,3.668,18000.0,2026,11,0,0,0,0,36.199,36.254
7.0,75000,3.542,10714.0,2026,11,1,0,0,0,36.018,35.233
8.0,92000,3.605,11500.0,2026,10,1,0,0,1,36.018,36.128
6.0,34184,3.607,5697.0,2026,9,0,1,0,1,36.018,36.025
5.0,66800,3.666,13360.0,2026,11,1,1,0,1,36.199,36.169
7.0,83000,3.668,11857.0,2026,11,0,0,0,0,36.539,36.976
17.5,7,3.607,0.0,2026,11,1,1,0,1,36.018,36.154
8.0,80000,3.607,10000.0,2026,11,0,1,0,0,36.001,35.991
5.0,78000,3.662,15600.0,2026,10,1,1,0,0,35.975,36.094
14.0,77000,3.542,5500.0,2026,11,1,1,0,1,36.087,35.971
5.0,63000,3.668,12600.0,2026,11,0,0,0,0,37.196,37.319
10.0,74000,3.542,7400.0,2026,11,1,1,0,0,36.134,36.111
7.0,47000,3.607,6714.0,2026,11,0,0,0,0,35.975,36.038
9.0,61000,3.666,6778.0,2026,11,0,1,0,0,37.196,37.504
11.0,75000,3.605,6818.0,2026,11,1,0,0,0,36.134,36.111
1.0,30000,3.542,25624.5,2026,11,1,0,0,1,36.537,36.41
6.0,19300,3.607,3217.0,2026,11,1,0,0,1,36.018,36.065
4.0,65000,3.607,16250.0,2026,11,0,0,0,1,36.134,35.877
3.0,62000,3.54,20667.0,2026,10,1,0,0,1,36.199,35.669
1.0,13000,3.668,13000.0,2026,11,0,0,0,1,36.018,36.025
7.0,36250,3.607,5179.0,2026,11,0,1,0,1,37.081,36.116
7.0,100000,3.607,14286.0,2026,11,1,1,0,0,36.018,36.128
11.0,66000,3.607,6000.0,2026,10,1,0,0,1,36.018,36.065
5.0,98000,3.607,19600.0,2026,11,0,0,0,0,37.196,36.473
8.0,61500,3.607,7688.0,2026,11,0,0,0,0,36.001,35.991
6.0,168500,3.607,25624.5,2026,11,0,0,0,1,36.247,36.133
11.0,92000,3.607,8364.0,2026,11,0,1,0,0,37.081,36.649
7.0,65563,3.607,9366.0,2026,11,0,1,0,1,36.001,36.004
2.0,17800,3.607,8900.0,2026,11,0,0,0,0,36.199,36.113
6.0,82500,3.666,13750.0,2026,11,0,0,0,0,35.975,36.094
12.0,56874,3.607,4740.0,2026,11,0,1,0,1,35.975,35.934
9.0,27,3.607,3.0,2026,11,1,1,0,0,35.975,35.897
10.0,50000,3.607,5000.0,2026,11,1,0,0,0,36.537,36.46
8.0,120000,3.605,15000.0,2026,11,0,0,0,0,37.196,37.319
7.0,78000,3.607,11143.0,2026,11,1,1,0,0,35.975,35.934
9.0,80000,3.607,8889.0,2026,10,1,1,0,0,36.179,35.999
8.0,114399,3.54,14300.0,2026,8,1,1,0,0,35.975,35.683
11.0,78000,3.607,7091.0,2026,11,0,1,0,1,36.018,36.097
4.0,30000,3.607,7500.0,2026,11,0,0,0,0,36.372,36.196
3.0,42000,3.668,14000.0,2026,11,0,0,0,1,36.539,38.156
7.0,18110,3.607,2587.0,2026,11,0,1,0,1,36.022,35.983
7.0,86000,3.664,12286.0,2026,11,0,1,0,1,36.537,37.35
7.0,70000,3.607,10000.0,2026,11,0,0,0,1,36.001,36.004
9.0,81000,3.607,9000.0,2026,10,1,0,0,0,36.022,35.983
4.0,44118,3.605,11030.0,2026,11,1,0,0,1,36.199,36.175
8.0,45000,3.607,5625.0,2026,11,0,1,0,1,36.018,35.745
6.0,69000,3.54,11500.0,2026,11,1,0,0,1,36.018,36.025
7.0,51000,3.54,7286.0,2026,11,1,0,0,1,36.018,36.025
6.0,131000,3.607,21833.0,2026,9,0,1,0,1,36.188,36.12
9.0,55049,3.607,6117.0,2026,10,1,0,0,1,36.018,36.065
6.0,69000,3.668,11500.0,2026,11,0,0,0,0,36.539,36.976
10.0,80000,3.668,8000.0,2026,11,0,1,0,0,37.081,37.91
7.0,73555,3.607,10508.0,2026,11,1,1,0,1,36.199,36.175
3.0,60000,3.605,20000.0,2026,11,1,1,0,0,35.975,36.094
15.0,88000,3.605,5867.0,2026,11,1,1,0,1,36.022,35.983
14.0,71000,3.607,5071.0,2026,11,1,1,0,0,36.539,36.145
11.0,70000,3.667,6364.0,2026,11,0,0,0,1,36.018,36.146
12.0,86239,3.667,7187.0,2026,10,1,1,0,1,36.018,36.19
5.0,52000,3.605,10400.0,2026,11,1,0,0,1,36.022,36.119
11.0,168500,3.607,15318.0,2026,11,1,0,0,1,36.018,35.848
5.0,65000,3.607,13000.0,2026,11,0,0,0,1,36.018,36.065
4.0,55000,3.607,13750.0,2026,11,0,1,0,1,35.975,36.038
13.0,75000,3.605,5769.0,2026,11,1,0,0,1,35.975,36.022
5.0,50000,3.607,10000.0,2026,11,1,0,0,1,36.018,35.997
13.0,106000,3.667,8154.0,2026,11,1,1,0,1,36.018,36.322
12.0,168500,3.607,14042.0,2026,11,1,0,0,1,36.022,36.269
7.0,22000,3.668,3143.0,2026,11,0,1,0,1,37.101,38.156
8.0,47000,3.607,5875.0,2026,11,0,1,0,0,36.021,36.345
1.0,52895,3.607,25624.5,2026,10,1,0,0,1,36.018,36.128
2.0,30000,3.607,15000.0,2026,11,0,0,0,1,36.099,35.463
6.0,70013,3.607,11669.0,2026,10,1,0,0,0,36.018,35.233
0.0,9000,3.667,9622.0,2026,11,1,0,0,1,36.018,36.025
14.0,34000,3.605,2429.0,2026,11,0,1,0,1,36.188,35.788
7.0,87000,3.605,12429.0,2026,11,0,1,0,0,36.179,36.564
4.0,46000,3.668,11500.0,2026,11,1,0,0,1,36.372,36.196
17.5,65789,3.607,3759.0,2026,11,1,0,0,1,36.018,35.905
9.0,168500,3.607,18722.0,2026,11,1,1,0,0,36.134,35.877
9.0,61000,3.666,6778.0,2026,11,0,1,0,0,37.196,37.504
11.0,105000,3.607,9545.0,2026,11,0,1,0,0,36.539,36.976
4.0,47000,3.668,11750.0,2026,11,0,0,0,0,37.081,38.156
4.0,45000,3.607,11250.0,2026,10,1,0,0,1,36.188,36.12
9.0,69000,3.607,7667.0,2026,11,0,1,0,0,37.081,36.681
2.0,44000,3.607,22000.0,2026,11,0,0,0,1,36.199,36.169
7.0,31000,3.607,4429.0,2026,11,1,1,0,1,35.975,35.683
6.0,14000,3.667,2333.0,2026,11,1,1,0,1,36.199,36.169
13.0,133000,3.666,10231.0,2026,11,0,1,0,0,37.081,36.681
13.0,68000,3.607,5231.0,2026,11,1,0,0,1,36.018,35.997
9.0,61000,3.666,6778.0,2026,11,0,1,0,0,37.196,38.129
9.0,72500,3.607,8056.0,2026,11,0,1,0,1,36.022,35.983
3.0,97000,3.607,25624.5,2026,11,1,0,0,1,36.372,36.196
7.0,168500,3.607,24071.0,2026,11,1,1,0,1,36.001,36.004
11.0,119000,3.605,10818.0,2026,11,0,0,0,0,36.539,36.976
10.0,98000,3.607,9800.0,2026,11,1,1,0,1,36.018,35.902
10.0,65000,3.605,6500.0,2026,11,1,0,0,1,36.022,35.983
7.0,59000,3.668,8429.0,2026,11,0,1,0,1,37.081,38.156
7.0,120000,3.607,17143.0,2026,11,1,0,0,0,36.018,35.88
11.0,92203,3.668,8382.0,2026,11,0,1,0,0,37.081,36.649
8.0,65000,3.607,8125.0,2026,11,1,1,0,1,36.018,36.065
5.0,168500,3.668,25624.5,2026,11,0,0,0,1,37.196,38.156
5.0,145000,3.605,25624.5,2026,11,1,0,0,0,35.975,36.038
14.0,85000,3.607,6071.0,2026,11,0,1,0,1,37.081,36.681
5.0,50000,3.667,10000.0,2026,11,0,1,0,1,36.018,36.136
3.0,35061,3.668,11687.0,2026,10,0,0,0,0,37.196,36.473
7.0,89000,3.607,12714.0,2026,11,0,1,0,0,36.199,36.162
6.0,75000,3.668,12500.0,2026,11,1,1,0,0,36.539,36.976
1.0,3000,3.668,3000.0,2026,10,0,0,0,0,37.081,38.156
6.0,59000,3.667,9833.0,2026,11,1,1,0,0,36.018,36.335
12.0,97000,3.605,8083.0,2026,11,1,1,0,0,36.018,35.997
9.0,108000,3.541,12000.0,2026,11,0,1,0,0,36.021,36.338
2.0,28581,3.668,14290.0,2026,11,0,0,0,1,36.134,36.61
11.0,168500,3.607,15318.0,2026,11,0,0,0,0,36.539,36.976
6.0,89000,3.607,14833.0,2026,11,0,1,0,0,36.134,36.111
3.0,62000,3.607,20667.0,2026,11,1,1,0,0,35.975,36.094
9.0,168500,3.607,18722.0,2026,11,0,0,0,1,36.188,36.333
9.0,60000,3.607,6667.0,2026,11,1,0,0,1,36.539,37.001
3.0,54000,3.668,18000.0,2026,11,0,0,0,0,36.199,36.254
17.5,72000,3.667,4114.0,2026,11,1,1,0,1,36.018,36.136
10.0,53000,3.607,5300.0,2026,11,0,0,0,1,36.022,36.119
6.0,75000,3.605,12500.0,2026,11,0,0,0,0,36.745,35.789
15.0,70000,3.607,4667.0,2026,11,1,1,0,1,35.975,36.178
0.0,36000,3.607,9622.0,2026,11,0,0,0,1,36.066,36.172
12.0,77695,3.605,6475.0,2026,11,1,1,0,0,36.537,35.553
7.0,47827,3.607,6832.0,2026,10,0,1,0,1,35.975,35.683
9.0,63000,3.667,7000.0,2026,11,1,1,0,1,36.018,36.128
4.0,59000,3.668,14750.0,2026,11,0,1,0,0,37.081,38.02
5.0,61000,3.607,12200.0,2026,11,0,0,0,1,36.372,36.196
7.0,65000,3.607,9286.0,2026,11,1,0,0,1,36.018,36.136
7.0,45000,3.607,6429.0,2026,11,1,0,0,1,36.018,36.025
2.0,45000,3.668,22500.0,2026,11,1,0,0,0,36.134,35.468
13.0,86000,3.607,6615.0,2026,11,0,1,0,0,36.021,35.848
4.0,168500,3.605,25624.5,2026,8,1,1,0,1,36.018,35.973
7.0,70000,3.667,10000.0,2026,11,1,1,0,1,36.087,35.971
10.0,73000,3.603,7300.0,2026,11,0,1,0,0,37.081,36.681
11.0,75000,3.607,6818.0,2026,11,1,0,0,0,36.179,35.999
14.0,32308,3.607,2308.0,2026,11,1,0,0,1,35.975,35.934
16.0,71500,3.605,4469.0,2026,11,1,1,0,1,36.022,35.835
9.0,72000,3.667,8000.0,2026,11,0,0,0,1,36.018,36.232
12.0,94000,3.607,7833.0,2026,11,1,1,0,1,35.975,35.986
3.0,54000,3.668,18000.0,2026,11,1,0,0,1,36.372,36.196
8.0,142500,3.607,17812.0,2026,11,0,1,0,0,36.539,36.353
7.0,168500,3.607,24071.0,2026,11,1,0,0,0,36.247,36.133
12.0,95000,3.607,7917.0,2026,11,1,0,0,0,35.975,36.038
4.0,116000,3.542,25624.5,2026,11,0,0,0,0,36.199,36.113
7.0,55000,3.605,7857.0,2026,11,0,1,0,1,35.975,35.683
6.0,65000,3.607,10833.0,2026,11,1,0,0,0,36.018,35.997
13.0,120000,3.607,9231.0,2026,11,1,1,0,0,36.179,36.308
13.0,120000,3.607,9231.0,2026,11,0,1,0,0,37.335,36.991
10.0,62000,3.607,6200.0,2026,11,0,1,0,1,36.018,35.745
17.0,168500,3.607,9912.0,2026,11,1,1,0,1,36.018,35.647
9.0,58000,3.542,6444.0,2026,11,1,0,0,1,35.975,36.004
3.0,10000,3.607,3333.0,2026,11,0,1,0,1,36.134,35.877
8.0,63100,3.542,7888.0,2026,11,0,1,0,1,36.018,36.025
8.0,85800,3.668,10725.0,2026,11,0,1,0,0,36.134,36.111
8.0,47000,3.668,5875.0,2026,11,0,1,0,0,37.196,37.36
6.0,74000,3.605,12333.0,2026,11,0,1,0,1,36.188,36.055
7.0,168500,3.607,24071.0,2026,11,0,1,0,0,36.539,36.353
10.0,72000,3.607,7200.0,2026,11,0,1,0,0,35.975,36.992
8.0,7500,3.607,938.0,2026,11,1,0,0,1,36.022,36.119
5.0,90000,3.668,18000.0,2026,11,1,0,0,0,36.539,36.976
3.0,39000,3.666,13000.0,2026,11,0,0,0,1,36.001,36.058
3.0,168500,3.607,25624.5,2026,11,1,0,0,1,36.134,35.877
5.0,103000,3.607,20600.0,2026,11,0,0,0,0,36.372,36.196
7.0,38700,3.668,5529.0,2026,11,0,1,0,1,37.081,38.156
6.0,168500,3.607,25624.5,2026,11,1,0,0,0,36.018,35.233
9.0,119860,3.607,13318.0,2026,11,1,1,0,0,36.134,36.116
11.0,64000,3.607,5818.0,2026,11,1,1,0,0,36.199,35.834
9.0,96000,3.607,10667.0,2026,11,0,0,0,0,36.188,36.055
4.0,168500,3.607,25624.5,2026,9,0,1,0,1,36.199,36.175
8.0,34000,3.607,4250.0,2026,11,0,0,0,1,36.018,36.065
7.0,59000,3.607,8429.0,2026,11,0,0,0,1,36.022,35.983
9.0,80000,3.607,8889.0,2026,11,1,1,0,1,35.975,36.067
1.0,9000,3.607,9000.0,2026,10,0,0,0,1,35.975,35.852
8.0,60000,3.668,7500.0,2026,11,0,1,0,0,37.196,37.504
5.0,23000,3.607,4600.0,2026,11,0,0,0,1,36.066,35.978
13.0,60000,3.607,4615.0,2026,11,0,1,0,1,35.975,36.038
5.0,79000,3.668,15800.0,2026,11,0,1,0,0,37.081,38.02
6.0,140000,3.666,23333.0,2026,11,1,1,0,0,36.018,36.981
11.0,59000,3.607,5364.0,2026,11,1,1,0,1,35.975,36.004
5.0,168500,3.607,25624.5,2026,11,0,0,0,0,35.834,35.831
6.0,64000,3.607,10667.0,2026,11,0,0,0,1,36.199,36.175
4.0,38000,3.607,9500.0,2026,11,1,0,0,0,35.975,36.094
10.0,168500,3.607,16850.0,2026,11,0,1,0,1,35.975,35.683
13.0,69000,3.607,5308.0,2026,11,1,1,0,1,35.975,35.934
4.0,43000,3.607,10750.0,2026,11,1,0,0,1,35.975,36.004
3.0,12000,3.607,4000.0,2026,11,0,0,0,1,36.001,35.84
7.0,58234,3.667,8319.0,2026,11,1,0,0,0,36.018,36.232
3.0,53000,3.607,17667.0,2026,11,0,0,0,0,35.975,35.85
7.0,30000,3.668,4286.0,2026,11,0,1,0,0,36.539,36.976
7.0,42000,3.668,6000.0,2026,11,0,0,0,1,37.081,36.658
15.0,40000,3.668,2667.0,2026,11,0,0,0,1,37.196,37.419
6.0,110000,3.607,18333.0,2026,11,1,1,0,1,36.001,36.004
17.0,168500,3.667,9912.0,2026,11,0,0,0,1,36.022,35.04
3.0,62000,3.607,20667.0,2026,11,1,0,0,0,35.975,36.004
10.0,55000,3.666,5500.0,2026,11,1,1,0,1,35.975,35.683
9.0,65000,3.607,7222.0,2026,11,1,0,0,1,36.188,36.12
8.0,42000,3.607,5250.0,2026,11,1,0,0,0,35.975,35.488
12.0,100000,3.607,8333.0,2026,11,1,0,0,0,36.018,36.128
5.0,81000,3.607,16200.0,2026,11,0,0,0,1,36.018,36.232
5.0,100000,3.667,20000.0,2026,11,1,1,0,0,36.018,35.835
3.0,20000,3.668,6667.0,2026,11,0,0,0,1,36.188,36.988
4.0,40000,3.607,10000.0,2026,11,1,0,0,1,35.975,36.094
7.0,83000,3.607,11857.0,2026,11,1,0,0,0,35.975,36.094
7.0,118000,3.607,16857.0,2026,10,0,1,0,0,36.134,36.111
7.0,69300,3.607,9900.0,2026,11,1,0,0,1,36.018,36.136
2.0,13000,3.607,6500.0,2026,11,1,0,0,0,36.372,36.451
1.0,8900,3.605,8900.0,2026,11,0,0,0,1,36.066,36.172
13.0,140000,3.607,10769.0,2026,11,1,0,0,0,36.179,36.12
7.0,130000,3.668,18571.0,2026,11,0,0,0,0,36.539,36.976
8.0,99000,3.607,12375.0,2026,11,0,1,0,0,36.021,34.554
8.0,115000,3.607,14375.0,2026,10,0,1,0,1,36.539,36.203
1.0,5800,3.607,5800.0,2026,11,0,0,0,1,36.199,36.97
5.0,64256,3.668,12851.0,2026,11,0,0,0,0,37.335,37.689
8.0,130000,3.607,16250.0,2026,11,0,1,0,1,36.539,36.809
4.0,79000,3.607,19750.0,2026,8,1,1,0,0,36.134,35.997
9.0,63300,3.607,7033.0,2026,11,1,1,0,0,35.975,35.897
5.0,83300,3.607,16660.0,2026,11,1,0,0,0,35.975,36.004
10.0,100000,3.605,10000.0,2026,11,1,1,0,0,36.018,36.19
7.0,76000,3.607,10857.0,2026,11,0,1,0,0,36.134,36.111
10.0,45000,3.607,4500.0,2026,11,0,1,0,0,36.021,36.51
6.0,32000,3.607,5333.0,2026,9,0,1,0,1,36.018,35.647
7.0,62000,3.542,8857.0,2026,11,0,0,0,1,36.018,35.745
7.0,59000,3.607,8429.0,2026,11,0,0,0,0,36.134,36.111
8.0,120000,3.605,15000.0,2026,10,0,1,0,0,36.539,36.353
1.0,15000,3.666,15000.0,2026,11,1,0,0,1,36.537,36.41
5.0,25000,3.607,5000.0,2026,10,0,0,0,1,36.018,35.997
6.0,99000,3.668,16500.0,2026,10,0,0,0,0,37.335,37.827
6.0,168500,3.607,25624.5,2026,11,1,0,0,1,35.975,35.986
5.0,78000,3.607,15600.0,2026,11,0,0,0,0,36.372,36.196
11.0,68554,3.607,6232.0,2026,10,1,1,0,0,36.018,36.136
2.0,168500,3.668,25624.5,2026,11,0,0,0,0,37.081,36.658
8.0,168500,3.607,21062.0,2026,11,0,0,0,0,36.539,36.353
12.0,168500,3.607,14042.0,2026,11,1,1,0,0,36.539,36.145
5.0,42500,3.607,8500.0,2026,11,1,1,0,1,36.018,35.647
7.0,20000,3.607,2857.0,2026,11,1,0,0,1,36.188,36.12
5.0,41973,3.542,8395.0,2026,10,0,1,0,1,35.975,35.961
6.0,82000,3.607,13667.0,2026,11,1,0,0,0,36.134,36.116
14.0,140849,3.607,10061.0,2026,10,1,0,0,1,36.018,36.065
10.0,141500,3.607,14150.0,2026,11,1,0,0,0,36.018,36.128
10.0,80879,3.607,8088.0,2026,11,1,1,0,0,36.134,36.111
11.0,104000,3.667,9455.0,2026,11,1,0,0,0,36.001,35.991
1.0,6000,3.607,6000.0,2026,11,1,0,0,1,35.975,35.961
6.0,88000,3.668,14667.0,2026,6,0,1,0,0,37.196,37.36
14.0,78000,3.666,5571.0,2026,11,1,1,0,1,36.188,36.298
7.0,168500,3.607,24071.0,2026,11,0,1,0,1,37.081,36.658
11.0,115000,3.607,10455.0,2026,11,1,1,0,1,36.022,35.983
10.0,47000,3.542,4700.0,2026,11,0,1,0,1,35.975,35.683
5.0,45000,3.607,9000.0,2026,11,0,1,0,1,36.018,35.745
7.0,116000,3.667,16571.0,2026,10,1,0,0,0,36.018,35.835
6.0,85000,3.607,14167.0,2026,11,1,1,0,0,36.539,36.353
6.0,76000,3.607,12667.0,2026,11,0,0,0,0,35.975,36.434
5.0,38000,3.668,7600.0,2026,11,0,0,0,0,37.196,37.36
10.0,78000,3.607,7800.0,2026,11,0,1,0,1,35.975,35.85
5.0,92000,3.607,18400.0,2026,11,1,0,0,0,36.018,36.128
11.0,43000,3.667,3909.0,2026,11,1,0,0,1,36.022,35.983
6.0,168500,3.54,25624.5,2026,11,0,1,0,1,36.018,33.483
3.0,19000,3.668,6333.0,2026,11,0,1,0,1,38.041,38.156
9.0,66000,3.667,7333.0,2026,11,1,1,0,0,36.022,36.119
6.0,95000,3.607,15833.0,2026,11,1,0,0,0,35.834,35.831
6.0,81000,3.607,13500.0,2026,11,0,1,0,0,37.196,36.473
9.0,85000,3.542,9444.0,2026,11,0,0,0,0,36.539,36.976
1.0,168500,3.542,25624.5,2026,11,0,0,0,1,36.188,34.701
2.0,13500,3.607,6750.0,2026,11,1,0,0,0,36.134,36.116
2.0,25000,3.668,12500.0,2026,11,0,0,0,0,36.134,37.682
9.0,140000,3.605,15556.0,2026,11,0,0,0,0,35.975,36.094
2.0,11000,3.607,5500.0,2026,11,1,0,0,1,36.372,36.313
3.0,26000,3.607,8667.0,2026,11,0,1,0,1,36.372,36.196
6.0,69863,3.607,11644.0,2026,9,1,0,0,0,36.134,35.42
10.0,39000,3.605,3900.0,2026,11,1,0,0,1,35.975,35.488
7.0,50000,3.607,7143.0,2026,11,1,0,0,0,36.018,35.88
8.0,40000,3.607,5000.0,2026,11,1,0,0,1,36.099,36.125
1.0,91000,3.607,25624.5,2026,11,0,0,0,1,36.539,35.845
4.0,168500,3.603,25624.5,2026,11,0,0,0,0,36.539,36.353
9.0,25,3.607,3.0,2026,11,0,1,0,0,35.975,36.004
9.0,140000,3.542,15556.0,2026,10,1,0,0,0,35.975,35.488
13.0,57400,3.607,4415.0,2026,11,1,1,0,1,36.087,35.971
13.0,76000,3.607,5846.0,2026,11,0,1,0,1,36.022,35.983
10.0,75000,3.607,7500.0,2026,11,1,1,0,0,36.188,36.12
1.0,41000,3.607,25624.5,2026,11,1,0,0,0,36.199,36.254
17.5,65000,3.607,3714.0,2026,11,1,1,0,1,36.018,36.154
10.0,90000,3.607,9000.0,2026,11,1,0,0,0,36.537,36.46
11.0,90000,3.607,8182.0,2026,11,0,1,0,0,36.199,36.501
2.0,8500,3.607,4250.0,2026,11,1,1,0,1,36.018,35.902
6.0,28000,3.668,4667.0,2026,11,0,1,0,1,37.101,37.695
14.0,95000,3.605,6786.0,2026,10,1,1,0,0,36.018,36.136
5.0,168500,3.607,25624.5,2026,8,0,1,0,0,37.196,36.473
16.0,122000,3.607,7625.0,2026,11,1,1,0,1,36.179,36.308
13.0,114032,3.607,8772.0,2026,11,1,1,0,1,35.975,36.022
8.0,168500,3.607,21062.0,2026,11,0,1,0,1,35.975,36.038
2.0,38000,3.607,19000.0,2026,11,0,1,0,1,36.022,35.835
7.0,69000,3.668,9857.0,2026,11,0,0,0,0,37.081,36.681
5.0,24000,3.668,4800.0,2026,11,0,1,0,1,35.975,36.094
1.0,26000,3.542,25624.5,2026,11,1,0,0,0,36.134,35.877
7.0,54000,3.607,7714.0,2026,11,0,0,0,1,35.975,36.094
6.0,168500,3.607,25624.5,2026,11,1,0,0,1,35.975,36.434
1.0,10000,3.666,10000.0,2026,11,1,0,0,1,36.018,36.065
7.0,168500,3.542,24071.0,2026,11,1,0,0,1,35.975,35.986
5.0,57000,3.607,11400.0,2026,9,0,1,0,1,36.018,35.957
5.0,24000,3.607,4800.0,2026,11,0,1,0,1,36.018,36.232
4.0,40000,3.607,10000.0,2026,11,1,0,0,0,36.134,35.877
7.0,59000,3.607,8429.0,2026,11,1,1,0,1,36.001,36.004
7.0,49650,3.668,7093.0,2026,9,0,1,0,1,38.041,37.827
1.0,16000,3.668,16000.0,2026,11,0,0,0,0,37.081,38.02
11.0,50000,3.607,4545.0,2026,11,0,1,0,0,37.081,36.681
5.0,82000,3.607,16400.0,2026,9,1,0,0,0,35.975,35.961
9.0,168500,3.607,18722.0,2026,11,0,1,0,0,36.549,36.604
7.0,70000,3.666,10000.0,2026,11,0,0,0,0,35.975,36.038
13.0,39000,3.607,3000.0,2026,11,1,0,0,1,36.539,36.113
4.0,16800,3.668,4200.0,2026,11,0,0,0,1,36.372,36.196
